appid,name,developer,publisher
543870,NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment
571720,One Piece: Unlimited World Red - Deluxe Edition,Ganbarion,BANDAI NAMCO Entertainment
291410,Duelyst,Counterplay Games Inc.,BANDAI NAMCO Entertainment America
394740,Battleline: Steel Warfare,CREANT Co.,BANDAI NAMCO Entertainment America
458960,Winning Putt: Golf Online,"WEBZENONNET Co., Ltd.",BANDAI NAMCO Entertainment America
236430,DARK SOULS II,"FromSoftware, Inc","BANDAI NAMCO Entertainment, FromSoftware, Inc"
335300,DARK SOULS II: Scholar of the First Sin,"FromSoftware, Inc","BANDAI NAMCO Entertainment, FromSoftware, Inc"
316240,Professional Lumberjack 2015,PlayWay S.A.,"BANDAI NAMCO Entertainment, United Independent Entertainment GmbH"
392190,#SelfieTennis,VRUnicorns,Bandello
493790,#Archery,VRUnicorns,Bandello 
393420,Hurtworld,Bankroll Studios,Bankroll Studios
503630,INVASION!,Baobab Studios Inc.,Baobab Studios Inc.
362490,Exanima,Bare Mettle Entertainment,Bare Mettle Entertainment
340820,Yelaxot,Barkalar Games,Barkalar Games
545230,Professor Nasty Time: The Stupidly Unfair Test Simulator 2016,Barkalar Games,Barkalar Games
287900,Pro Pinball Ultra,Barnstorm Games,Barnstorm Games
268340,High Strangeness,"Barnyard Intelligence Games, Crystal Labs",Barnyard Intelligence Games
440880,The Count Lucanor,Baroque Decay,Baroque Decay
559650,Witch It,Barrel Roll Games,Barrel Roll Games
592240,Jupiteration,BartoÅ¡ Studio,BartoÅ¡ Studio
643000,BARBAR BAR,"BartoÅ¡ Studio, TEDI Games",BartoÅ¡ Studio
418150,The Madness of Little Emma,Bartosz Bojarowski,Bartosz Bojarowski
533170,Don't Chat With Strangers,Bartosz Bojarowski,Bartosz Bojarowski
372540,The Lost Mythologies,Basaltic studio,Basaltic studio
317940,Karmaflow: The Rock Opera Videogame - Act I & Act II,Basecamp Games,Basecamp Games
25600,Eschalon: Book I,Basilisk Games,Basilisk Games
25620,Eschalon: Book II,Basilisk Games,Basilisk Games
257870,Eschalon: Book III,Basilisk Games,Basilisk Games
304670,Aeon Command,"Bat Country Games, LLC","Bat Country Games, LLC"
503550,DYE,"Bat Country Games, LLC","Bat Country Games, LLC"
311940,P-3 Biotic,BatCat Games,BatCat Games
521470,Magical Otoge Ciel,batensan,batensan
381220,Hydraulic Empire,Batholith Entertainment,Batholith Entertainment
593490,Empire Architect,Batholith Entertainment,Batholith Entertainment
492340,Pixel Cup Soccer 17,Batovi Games Studio,Batovi Games Studio
322110,20XX,"Batterystaple Games, Fire Hose Games",Batterystaple Games
337110,Bard to the Future,Battlebard Games,Battlebard Games
383590,Expert Rifleman - Reloaded,BattleByte,BattleByte
460340,Guards,Battlecruiser Games,Battlecruiser Games
562500,Warstone TD,Battlecruiser Games,Battlecruiser Games
25910,Supreme Ruler 2020 Gold,BattleGoat Studios,BattleGoat Studios
73220,Supreme Ruler: Cold War,BattleGoat Studios,BattleGoat Studios
244410,Supreme Ruler 1936,BattleGoat Studios,BattleGoat Studios
314980,Supreme Ruler Ultimate,BattleGoat Studios,BattleGoat Studios
454780,Atriage,Batu Games LLC,Batu Games LLC
582830,SYNCH,"Travis Forkner, Will Nations, Hailee Ammons",Baylor University Game Studios
217080,Doctor Who: The Eternity Clock,Supermassive Games,BBC Worldwide
280320,Adventurer Manager,Vigilant Addiction Studios,"BBEW BBEW, LLC"
343340,Tiamat X,BBQ Games,BBQ Games
589390,Trashville,bch waves studio,bch waves studio
625400,Sisters in hotel,bch waves studio,bch waves studio
629280,Run Away,bch waves studio,bch waves studio
665400,Dreaming about you,bch waves studio,bch waves studio
670810,Family cobweb,bch waves studio,bch waves studio
674030,LA soul,bch waves studio,bch waves studio
674060,Out for blood,bch waves studio,bch waves studio
684750,Winter Cold,bch waves studio,bch waves studio
533910,Offroad: VR,bcInteractive,bcInteractive
535250,Space Journey,bcInteractive,bcInteractive
538660,Staircase of Darkness: VR,bcInteractive,bcInteractive
554900,Dead Inside,bcInteractive,bcInteractive
563140,Adventures of Hooi,bcInteractive,bcInteractive
569330,Flight Simulator: VR,bcInteractive,bcInteractive
589490,Space Odyssey,bcInteractive,bcInteractive
609180,Hotel 19-95,RedSquare Studios,bcInteractive
676740,Fidget Spinner Simulator,RedSquare Studios,bcInteractive
304710,Whitewash,Bedroom Developer (BD-GS),BD-GS
313120,Stranded Deep,Beam Team Games,Beam Team Pty Ltd
228280,Baldur's Gate: Enhanced Edition,Beamdog,Beamdog
257350,Baldur's Gate II: Enhanced Edition,Beamdog,Beamdog
321800,Icewind Dale: Enhanced Edition,Beamdog,Beamdog
466300,Planescape: Torment: Enhanced Edition,Beamdog,Beamdog
284160,BeamNG.drive,BeamNG,BeamNG
499340,Turner,Bean Boy Games,Bean Boy Games
553590,Hot Squat,Bean Boy Games,Bean Boy Games
639770,UNTITLED,Bean Boy Games,Bean Boy Games
432870,Special Tactics,Beast Mode Games,Beast Mode Games
546650,Beat Boxer,BeatBoxer LLC,BeatBoxer LLC
49900,Plain Sight,Beatnik Games,Beatnik Games
280010,Gunjitsu,Decent Machine,Beatnik Games
443570,DreamBreak,Aist,"Beatshapers, Digerati Distribution"
252670,Nihilumbra,BeautiFun Games,BeautiFun Games
422650,Megamagic: Wizards of the Neon Age,BeautiFun Games,BeautiFun Games
503240,Hurricane,Because I Can,Because I Can
269330,Chronology,Bedtime Digital Games,Bedtime Digital Games
308040,Back to Bed,Bedtime Digital Games,Bedtime Digital Games
545980,Voodoo Vince: Remastered,"Beep Games, Inc.","Beep Games, Inc."
596280,You Are God,BefuddleBug,BefuddleBug
375230,"Warhammer 40,000 : Eternal Crusade",Behaviour Digital Inc.,Behaviour Digital Inc.
587460,Knightfall: Rivals,Behaviour Interactive Inc.,Behaviour Interactive Inc.
251130,Chroma Squad,Behold Studios,Behold Studios
349790,Galaxy of Pen & Paper,Behold Studios,Behold Studios
569640,ZombieFight VR,"Beijing Elysium Interactive Technology Co.,Ltd.","Beijing Elysium Interactive Technology Co.,Ltd."
407090,Heroes and Titans: Online,"Beijing Locojoy Technology Co., Ltd","Beijing Locojoy Technology Co., Ltd"
580560,Hero Barrier,The Rock Studio,"Beijing New Era Network Technology Co., Ltd."
610960, - Red Obsidian Remnant,Red Obsidian Studio,"Beijing New Era Network Technology Co., Ltd."
546110,(Picturesque) VR,"Beijing Omnicity Technology Co., Ltd.","Beijing Omnicity Technology Co., Ltd."
517230,Spinning Maze,"Beijing Xinrun Technology Co.,Ltd","Beijing Xinrun Technology Co.,Ltd"
567980,Santa Rockstar,Bekho Team,Bekho Team
333330,Song of the Myrne: What Lies Beneath,Beldarak Games,Beldarak Games
589470,Myrne: The Quest,Beldarak Games,Beldarak Games
576620,The Puzzle Room VR ( Escape The Room ),Bellcat,Bellcat
403830,The Consuming Shadow,Ben 'Yahtzee' Croshaw,Ben 'Yahtzee' Croshaw
215670,Home,Benjamin Rivers Inc.,Benjamin Rivers Inc.
564940,Alone With You,Benjamin Rivers Inc.,Benjamin Rivers Inc.
368700,Mysterious Space,Ben Hendel-Doying,benmakesgames.com
681780,Distorted Reality,Berdochan,Berdochan
411750,Brick Inventions,BernhardM,BernhardM
664340,Indeep | The casual dungeon crawler,BernhardP,BernhardP
314280,The Forgotten Ones,Bernt Andreas Eide,Bernt Andreas Eide
286160,Tabletop Simulator,Berserk Games,Berserk Games
612020,Zombidle : REMONSTERED,Berzerk Studio,Berzerk Studio
688690,YOBA,PEKA Gaming,Besedka
667130,Clumsy Fred,BeshevGames,BeshevGames
416760,Pay2Win: The Tricks Exposed,Best Gaem Studio,Best Gaem Studio
316430,Battle of Empires : 1914-1918,Great War Team,Best Way Soft
249990,FORCED: Slightly Better Edition,BetaDwarf,BetaDwarf
265000,FORCED SHOWDOWN,BetaDwarf,BetaDwarf
489520,Minion Masters,BetaDwarf,BetaDwarf
596470,Cartesian,BetaShark LLC,BetaShark LLC
491380,SteamVR Driver for Razer Hydra,Andras Beck,betaVR
2210,Quake IV,RavenSoft / id Software,Bethesda Softworks
9200,RAGE,id Software,Bethesda Softworks
22300,Fallout 3,Bethesda Game Studios,Bethesda Softworks
22310,Rogue Warrior,Rebellion,Bethesda Softworks
22320,The Elder Scrolls III: Morrowind Game of the Year Edition,Bethesda Game Studios,Bethesda Softworks
22330,The Elder Scrolls IV: Oblivion Game of the Year Edition,Bethesda Game Studios,Bethesda Softworks
22340,Call of Cthulhu: Dark Corners of the Earth,Headfirst Productions,Bethesda Softworks
22350,BRINK,Splash Damage,Bethesda Softworks
22370,Fallout 3: Game of the Year Edition,Bethesda Game Studios,Bethesda Softworks
22380,Fallout: New Vegas,Obsidian Entertainment,Bethesda Softworks
22450,Hunted: The Demons Forge,inXile Entertainment,Bethesda Softworks
22490,Fallout: New Vegas,Obsidian Entertainment,Bethesda Softworks
38400,Fallout: A Post Nuclear Role Playing Game,Interplay Inc.,Bethesda Softworks
38410,Fallout 2: A Post Nuclear Role Playing Game,Black Isle Studios,Bethesda Softworks
38420,Fallout Tactics: Brotherhood of Steel,14Â° East,Bethesda Softworks
72850,The Elder Scrolls V: Skyrim,Bethesda Game Studios,Bethesda Softworks
201810,Wolfenstein: The New Order,Machine Games,Bethesda Softworks
205100,Dishonored,Arkane Studios,Bethesda Softworks
208200,Doom 3: BFG Edition,id Software,Bethesda Softworks
268050,The Evil Within,Tango Gameworks,Bethesda Softworks
282440,Quake Live,id Software,Bethesda Softworks
306130,The Elder Scrolls Online: Tamriel Unlimited,Zenimax Online Studios,Bethesda Softworks
350080,Wolfenstein: The Old Blood,MachineGames,Bethesda Softworks
364470,The Elder Scrolls: Legends,Dire Wolf Digital,Bethesda Softworks
377160,Fallout 4,Bethesda Game Studios,Bethesda Softworks
379720,DOOM,id Software,Bethesda Softworks
403640,Dishonored 2,Arkane Studios,Bethesda Softworks
480490,Prey,Arkane Studios,Bethesda Softworks
489830,The Elder Scrolls V: Skyrim Special Edition,Bethesda Game Studios,Bethesda Softworks
588430,Fallout Shelter,Bethesda Game Studios,Bethesda Softworks
611500,Quake Champions,id Software,Bethesda Softworks
579050,VRSailing by BeTomorrow,BeTomorrow,BeTomorrow
422980,Super Robot Jump Jump,Beyond Technical Inc.,Beyond Technical
442770,The Minims,beyondthosehills,beyondthosehills
248530,Depth Hunter 2: Deep Dive,Biart Company LLC,Biart Company LLC
519940,Kubz VR,bibimbapstudio,bibimbapstudio
216260,Don Bradman Cricket 14,Big Ant Studios,Big Ant Studios
349530,TableTop Cricket,Big Ant Studios,Big Ant Studios
353890,Casey Powell Lacrosse 16,"Big Ant Studios, Crosse Studios",Big Ant Studios
464850,Don Bradman Cricket 17,Big Ant Studios,Big Ant Studios
312920,Rugby League Live 3,Big Ant Studios,"Big Ant Studios (Steam), Tru Blu Games"
468050,The Last Time,Big Cow Studios,Big Cow Studios
522030,Eclipse: New Dawn for the Galaxy,Big Daddy's Creations,Big Daddy's Creations
458190,VR0GU3: Unapologetic Hardcore VR Edition,Big Dumb Fun Games,Big Dumb Fun Games
104200,BEEP,Big Fat Alien,Big Fat Alien
369290,Airport Madness: World Edition,Big Fat Simulations Inc.,Big Fat Simulations Inc.
387850,Airport Madness 4,Big Fat Simulations Inc.,Big Fat Simulations Inc.
402210,Airport Madness: Time Machine,Big Fat Simulations Inc.,Big Fat Simulations Inc.
445770,Airport Madness 3D,Big Fat Simulations Inc.,Big Fat Simulations Inc.
7340,Azada,Big Fish Games,Big Fish Games
50930,Hidden Expedition: Everest,Big Fish Games,Big Fish Games
50960,Mystery Case Files: Huntsville,Big Fish Games,Big Fish Games
50970,Mystery Case Files: Madame Fate,Big Fish Games,Big Fish Games
50980,Mystery Case Files: Prime Suspects,Big Fish Games,Big Fish Games
50990,Mystery Case Files: Ravenhearst,Big Fish Games,Big Fish Games
51000,Mystery Case Files: Return to Ravenhearst,Big Fish Games,Big Fish Games
51010,My Tribe,Big Fish Games,Big Fish Games
51030,Atlantis Sky Patrol,Big Fish Games,Big Fish Games
51060,Drawn: The Painted Tower,Big Fish Studios,Big Fish Games
453390,Dark Parables: The Little Mermaid and the Purple Tide Collector's Edition,"Blue Tea Games, Eipix Entertainment",Big Fish Games
465890,Dark Parables: The Final Cinderella Collector's Edition,Blue Tea Games,Big Fish Games
465900,Dark Tales: Edgar Allan Poe's The Gold Bug Collector's Edition,ERS G Studios,Big Fish Games
465960,Farm Tribe,CrioGames,Big Fish Games
496030,Dark Parables: The Swan Princess and The Dire Tree Collector's Edition,Eipix Entertainment,Big Fish Games
499100,Dark Parables: The Exiled Prince Collector's Edition,Blue Tea Games,Big Fish Games
499110,Dark Parables: Rise of the Snow Queen Collector's Edition,Blue Tea Games,Big Fish Games
499120,Dark Parables: The Red Riding Hood Sisters Collector's Edition,Blue Tea Games,Big Fish Games
514700,Mystery Case Files: 13th Skull Collector's Edition,Big Fish Games,Big Fish Games
514750,Nightmare Adventures: The Witch's Prison,Ghost Ship Studios,Big Fish Games
524600,Dark Parables: Curse of Briar Rose Collector's Edition,Blue Tea Games,Big Fish Games
527910,Nevertales: Shattered Image Collector's Edition,Mad Head Games,Big Fish Games
527920,Farm Tribe 2,CrioGames,Big Fish Games
533060,PuppetShow: Mystery of Joyville,ERS G Studios,Big Fish Games
551360,Myths of the World: Chinese Healer Collector's Edition,Eipix Entertainment,Big Fish Games
559970,Shrouded Tales: The Spellbound Land Collector's Edition,Friendly Cactus,Big Fish Games
585290,Lifeline,3 Minute Games,Big Fish Games
586700,Otherworld: Omens of Summer Collector's Edition,Boomzap Inc.,Big Fish Games
433360,Drawn: Dark Flight,Big Fish Studios,"Big Fish Games, Inc."
556890,Dreamcage Escape,Big Loop Studios,Big Loop Studios
207670,AVSEQ,Big Robot Ltd,Big Robot Ltd
242880,"Sir, You Are Being Hunted",Big Robot Ltd,Big Robot Ltd
457760,The Signal From Tlva,Big Robot Ltd,Big Robot Ltd
63000,HOARD,Big Sandwich Games,Big Sandwich Games
321110,Fist of Jesus: the Bloody Gospel of Judas,Mutant Games,Big Star Games
585010,Reservoir Dogs: Bloody Days,Big Games,Big Star Games
530560,STEAM HAMMER,SF team,Big Way
588110,One Dog Story,Big Way Games,Big Way
350640,Sherlock Holmes: The Devil's Daughter,Frogwares,Bigben Interactive
435100,2Dark,Gloomywood,Bigben Interactive
458770,WRC 6 FIA World Rally Championship,Kylotonn Racing Games,Bigben Interactive
585080,Hunting Simulator,Neopica,Bigben Interactive
279460,IHF Handball Challenge 14,Neutron Games GmbH,"Bigben Interactive, Plug In Digital"
303820,Rugby 15,HB Studios,"Bigben Interactive, Plug In Digital"
303830,Motorcycle Club,Kylotonn Entertainment,"Bigben Interactive, Plug In Digital"
354160,WRC 5 FIA World Rally Championship,Kylotonn Racing Games,"Bigben Interactive, Plug In Digital"
365750,Rugby World Cup 2015,HB Studios,"Bigben Interactive, Plug In Digital"
384320,Handball 16,Eko Software,"Bigben Interactive, Plug In Digital"
530350,Smashbox Arena,"BigBox VR, Inc.","BigBox VR, Inc."
496930,Sumeru,BigCheeseGames,BigCheeseGames
486720,Bastard Bonds,Bigfingers,Bigfingers
324750,StuntMANIA Reloaded,Sector3 Games,Bigger Boat
343570,Rainbow Hero,Pixel Elephant,Bigger Boat 
363670,Seeders,Bigosaur,Bigosaur
539400,Son of a Witch,Bigosaur,Bigosaur
457550,Bigscreen Beta,"Bigscreen, Inc.","Bigscreen, Inc."
570980,Tale of Fallen Dragons,BigTapir Games,BigTapir Games
432240,UnderDread,Bigzur Games,Bigzur Games
517190,Rebound,Bilal Itani,Bilal Itani
266270,Gridiron Solitaire,Bill and Eli Productions,Bill and Eli Productions
488770,Her Majesty's SPIFFING,Billy Goat Entertainment Ltd,Billy Goat Entertainment Ltd
371880,Collider,Binary Cocoa,Binary Cocoa
227260,DisplayFusion,Binary Fortress Software,Binary Fortress Software
374400,VoiceBot,Binary Fortress Software,Binary Fortress Software
58400,Turba,Binary Takeover,Binary Takeover
291430,Lost Marbles,Binary Takeover,Binary Takeover
589640,Spoids,AirWave Games,BindleBot
465440,Aplowcalypse,Biodrone Studios,Biodrone Studios
652480,Killbox,Biome Collective,Biome Collective
7110,Jade Empire: Special Edition,BioWare Corporation,"BioWare Corporation, Electronic Arts"
541920,Help,biple_kfp,biple_kfp
536340,Endless Room,biplekfp,biplekfp 
488360,Vistascapes VR,Bird Man Games,Bird Man Games
372190,Astro Lords: Oort Cloud,Aratog LLC,BISBOG SA
562540,Cabals: Card Blitz,Kyy Games,BISBOG SA
555660,Red Forest,BiscuitPlay,BiscuitPlay
24420,Aquaria,"Bit Blot, LLC","Bit Blot, LLC"
312200,Chasm,"Bit Kid, Inc.","Bit Kid, Inc."
200410,SOL: Exodus,"Bit Planet Games, LLC","Bit Planet Games, LLC"
282620,The Battle of Sol,"Bit Planet Games, LLC","Bit Planet Games, LLC"
383070,The Fleets of Sol,"Bit Planet Games, LLC","Bit Planet Games, LLC"
639130,Ultrawings,"Bit Planet Games, LLC","Bit Planet Games, LLC"
290080,Life is Feudal: Your Own,Bitbox Ltd.,Bitbox Ltd.
496460,Life is Feudal: Forest Village,Mindillusion,Bitbox Ltd.
227560,Scourge: Outbreak,Tragnarion Studios,Bitbox S.L.
564330,In Your Face TD,BitBreak I/S,BitBreak I/S
10270,Disciples III: Reincarnation,Akella,bitComposer Games
41730,Ion Assault,Coreplay GmbH,bitComposer Games
212010,Galaxy on Fire 2 Full HD,Fishlabs Entertainment GmbH,bitComposer Games
256050,Adventure Park,b-Alive,bitComposer Games
274880,Jet Car Stunts,GRIP Digital s.r.o.,bitComposer Games
41740,Cargo! The Quest for Gravity,Ice-Pick Lodge,"bitComposer Games, Viva Media, Nordic Games, Ice-Pick Lodge"
437080,Space Rift - Episode 1,Vibrant Core,bitComposer Interactive GmbH
437090,Wobbly Jungle,Sourena Game Studio,bitComposer Interactive GmbH
437100,My Night Job,Webcore Games,bitComposer Interactive GmbH
552550,Space Rift NON-VR - Episode 1,Vibrant Core,bitComposer Interactive GmbH
354400,Tadpole Treble,BitFinity,"BitFinity, Sunken Treasure Games"
367800,Diamond Deeps,BIT-GEN,BIT-GEN
220780,Thomas Was Alone,Bithell Games,Bithell Games
365770,Volume,Bithell Games,Bithell Games
676820,Subsurface Circular,Bithell Games,Bithell Games
604830,All Alone: VR,8bit,Bitlock Studio
607440,Escape: VR,JapanCo,Bitlock Studio
689350,Ruin City Gasolina,LillyWelland inc.,Bitlock Studio
409910,The Storm Guard: Darkness is Coming,Bitmen Studios,Bitmen Studios
266490,Lili: Child of Geos - Complete Edition,"BitMonster, Inc.","BitMonster, Inc."
332500,GRAV,"BitMonster, Inc.","BitMonster, Inc."
270330,Ku: Shroud of the Morrigan,bitSmith Games,bitSmith Games
305460,FranknJohn,bitSmith Games,bitSmith Games
413500,Rocket Fist,"Daniel Snd, Thiago Adamo, Bitten Toast Games Inc.",Bitten Toast Games Inc.
527340,What The Box?,"Daniel Snd, Thiago Adamo",Bitten Toast Games Inc.
565190,Spacecats with Lasers VR,"Bitten Toast Games Inc., Guilherme Cunha, Daniel Snd, Thiago Adamo",Bitten Toast Games Inc.
520270,Thrills & Chills - Roller Coasters,VRisch,Black Cell
499540,Wake Up,Black Cell OG,Black Cell OG
334850,1931: Scheherazade at the Library of Pergamum,"Black Chicken Studios, inc.","Black Chicken Studios, inc."
533480,Academagia: The Making of Mages,"Black Chicken Studios, inc.","Black Chicken Studios, inc."
521830,H.I.S.T.O.R.Y T.O.R.C.H.K.A,Legalase studio,BLACK CLEAR CORPORATION
567250,Cat Goes Platform,Void games,BLACK CLEAR CORPORATION
335850,After Reset RPG,Black Cloud Studios,Black Cloud Studios
337880,One Late Night: Deadline,Black Curtain Studio,Black Curtain Studio
406350,KartKraft,Black Delta,Black Delta
419590,Tales from the Void,PortaPlay,Black Dog 
327070,Gloria Victis,Black Eye Games,Black Eye Games
18470,Helldorado,Spellbound,Black Forest Games
223220,Giana Sisters: Twisted Dreams,Black Forest Games,Black Forest Games
246960,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,Black Forest Games,Black Forest Games
299480,Rogue Stormers,Black Forest Games,Black Forest Games
331920,Airline Tycoon Deluxe,Spellbound AG,Black Forest Games
350770,Giana Sisters 2D,Kasaa Solution,Black Forest Games
428740,Nordenfelt,Black Golem,Black Golem
32200,Metal Drift,Black Jacket Studios,Black Jacket Studios
332790,Darkness Assault,Black Lime Studio,Black Lime Studio
363610,Botology,Black Lime Studio,Black Lime Studio
364910,Redemption: Saints And Sinners,Black Lime Studio,Black Lime Studio
394870,Office Battle,Black Lime Studio,Black Lime Studio
485730,Shift,Black Lime Studio,Black Lime Studio
656210,ROMBY,Black Lime Studio,Black Lime Studio
248390,Craft The World,Dekovir Entertainment,Black Maple Games
211800,Dead Hungry Diner,Black Market Games,Black Market Games
414090,The Warden,"Matteo Cillario, Riccardo Runci, Niccolo' Passeri, Giulia Sorrentino",Black Mist Studios
205910,Tiny and Big: Grandpa's Leftovers,Black Pants Studio,Black Pants Studio
277680,"About Love, Hate and the other ones",Black Pants Studio,Black Pants Studio
277700,On Rusty Trails,Black Pants Studio,Black Pants Studio
388550,Galactic Missile Defense,Black Sheep Games,Black Sheep Games
434870,Megalo Polis,Black Sheep studio,Black Sheep studio
328760,SanctuaryRPG: Black Edition,Black Shell Games,Black Shell Media
341730,Dustoff Heli Rescue,Invictus Games Ltd.,Black Shell Media
343100,Overture,Black Shell Games,Black Shell Media
351340,Belladonna,Neckbolt,Black Shell Media
369000,Pongo,Drixy Games,Black Shell Media
373750,DinoSystem,Capribyte Studios,Black Shell Media
375250,Pizza Express,Onni Interactive,Black Shell Media
378590,Forest Warrior,Inferno Studio,Black Shell Media
383230,Dungeon Souls,"Lamina Studios, Mike Studios",Black Shell Media
384400,Hordelicious,Marko Silvasvuori,Black Shell Media
386140,After The End: The Harvest,Elushis,Black Shell Media
386160,Vampire of the Sands,Homph,Black Shell Media
388620,DungeonUp,Clewcat Games,Black Shell Media
391170,Void Invaders,VoidDev,Black Shell Media
391180,Ladra,Is Future Bright,Black Shell Media
396090,Rogue State,"LRDGames, Inc.",Black Shell Media
397690,Hyperspace Invaders II: Pixel Edition,Entity Medialab,Black Shell Media
402120,Deathstate: Abyssal Edition,Bread Machine Games,Black Shell Media
404690,This Book Is A Dungeon,Nathan Meunier,Black Shell Media
405860,Super Ubie Island REMIX,Notion Games,Black Shell Media
409040,Herolike,Games Hut,Black Shell Media
409290,Herding Dog,xixgames,Black Shell Media
410290,Acorn Assault: Rodent Revolution,High Tale Studios,Black Shell Media
412250,Empires Of Creation,Bundle Of Sticks Studios,Black Shell Media
414370,Raining Blobs,Endi Milojkoski,Black Shell Media
425340,Space Moth DX,1CC Games,Black Shell Media
431870,Castle Torgeath: Descent into Darkness,Dungeoneering Studios,Black Shell Media
441510,The Incredible Baron,FlatRedBall,Black Shell Media
448090,Virtual Rogue,Snowy Productions,Black Shell Media
493080,Card Quest,WinterSpring Games,Black Shell Media
498830,Mustache in Hell,IdunaSoft,Black Shell Media
513250,Rogue Stache,WubsGames,Black Shell Media
424320,Anomaly 1729,"Anvil Drop, LLC",Black Shell Media 
520250,Visitors,Black Side,Black Side
661240,Visitors: Marine Invasion,Black Side,Black Side
415530,"Fly, Glowfly!",Black Snowflake Games,Black Snowflake Games
537090,Die for the Empire,Black Sword Entertainment,Black Sword Entertainment
339400,Runestone Keeper,Blackfire Games,Blackfire Games
374170,Sniper Tactical,fragOut Studio,BlackFoot Studios
478950,V ARRR,Blackjard Softworks,Blackjard Softworks
566860,VR Dungeon Knight,Blackjard Softworks,Blackjard Softworks
431240,Golf With Your Friends,Blacklight Interactive,Blacklight Interactive
242860,Verdun,"M2H, Blackmill Games","Blackmill Games, M2H"
300320,The Few,BlackMoon Design,BlackMoon Design 
486640,Cheaters Blackjack 21,BlackOpzFX,BlackOpzFX Labs
243120,Betrayer,Blackpowder Games,Blackpowder Games
449820,Daughter of Shadows: An SCP Breach Event,Blackrose Industries,Blackrose Industries
436520,Line of Sight,BlackSpot Entertainment,BlackSpot Entertainment
488220,Valcarta: Rise of the Demon,Blacksword Games,Blacksword Games
386930,Dragonflight,Blackthorn Media Inc,Blackthorn Media Inc
434430,Abbot's Book Demo,"The Abbot's Book, LLC","Blackthorn Media, LLC"
463670,Runeyana,Blackturn Ltd,Blackturn Ltd
465050,Grey Phobia,Blackturn Ltd,Blackturn Ltd
554610,Ultramegon,Blackturn ltd,Blackturn ltd
578260,Fluffy,Blaiz Entertainment,Blaiz Entertainment
628340,Kick Speed : Global Operations ( KS : GO ),Blaiz Entertainment,Blaiz Entertainment
448500,Little Walker,Blake Fix,Blake Fix
372690,Chiptune Champion,Blake Garner,Blake Garner
533580,Entangle,Blake Garner,Blake Garner
393930,RoShamBo,Blam! Games LLC,Blam! Games LLC
332830,Prelogate,blamedrop,blamedrop
334230,Town of Salem,BlankMediaGames,BlankMediaGames
433490,Super Flippin' Phones,"BlauwPrint, 3xBlast",BlauwPrint
556770,Star Phoenix,Blazar Games,Blazar Games
346450,samurai_jazz,Blaze Epic,Blaze Epic
354960,An Imp? A Fiend!,Blaze Epic,Blaze Epic
354970,Shin Samurai Jazz,Blaze Epic,Blaze Epic
365330,Jump/Boxer,Blaze Epic,Blaze Epic
365340,The Way of the Pixelated Fist,Blaze Epic,Blaze Epic
385230,Ninjahtic,Blaze Epic,Blaze Epic
387880,Ninjahtic Mind Tricks,Blaze Epic,Blaze Epic
454130,Nil-Ninjahtic: Ronin,Blaze Epic,Blaze Epic
501940,Hikikomori No Chuunibyou,Blaze Epic,Blaze Epic
469560,Hyper Bowling VR,Blaze Forward Games,Blaze Forward Games
451130,Khan: Absolute Power,Mirinae,Blaze Gamers
383790,The Ship: Remasted,Blazing Griffin,Blazing Griffin
310070,The Nightmare Cooperative,Lucky Frame,Blazing Griffin Ltd
2400,The Ship: Murder Party,Outerlight Ltd.,Blazing Griffin Ltd.
2420,The Ship: Single Player,Outerlight Ltd.,Blazing Griffin Ltd.
253570,Gentlemen!,Lucky Frame,Blazing Griffin Ltd.
335830,Distant Star: Revenant Fleet,Blazing Griffin Ltd.,Blazing Griffin Ltd.
487250,Spaera,Blazing Orb LLC,Blazing Orb LLC
552390,Druid,Blazing Planet Studio,Blazing Planet Studio
467890,Garage Drummer VR,Blazing Tree Studio,Blazing Tree Studio
233680,Black Ink,Bleank,Bleank
365670,Blender,Blender Foundation,Blender Foundation
604780,aMAZE,Blender Games,Blender Games
628750,aMAZE 2,Blender Games,Blender Games
666960,Cowboy's Adventure,Blender Games,Blender Games
667300,aMAZE 3D,Blender Games,Blender Games
55000,Flotilla,Blendo Games,Blendo Games
55020,Air Forte,Blendo Games,Blendo Games
55040,Atom Zombie Smasher,Blendo Games,Blendo Games
214700,Thirty Flights of Loving,Blendo Games,Blendo Games
240440,Quadrilateral Cowboy,Blendo Games,Blendo Games
455120,Stay Close,Blind Bird,Blind Bird
70900,Star Ruler,Blind Mind Studios,Blind Mind Studios
282590,Star Ruler 2,"Blind Mind Studios, Glacicle",Blind Mind Studios
576730,Spirit of Maya,Blind Recluse,Blind Recluse
461560,MANDAGON,Blind Sky Studios,Blind Sky Studios
531180,AIRHEART - Tales of broken Wings,Blindflug Studios AG,Blindflug Studios AG
587000,First Strike: Final Hour,Blindflug Studios AG,Blindflug Studios AG
207080,Indie Game: The Movie,BlinkWorks Media,BlinkWorks Media
364660,Luminoso,blizzy Games,blizzy Games
407620,Indie Game Battle,Blob Games Studio,Blob Games Studio
526730,Life of Lon: Chapter 1,Block Interval,Block Interval
511330,Farm Life: Natures Adventure,BlockheadGames,BlockheadGames
